type_var,year,typeTotal
Bottom otter trawls,2009,32.4898144472838
Bottom otter trawls,2010,32.3072137447824
Bottom otter trawls,2011,285.994867249376
Bottom otter trawls,2012,313.405485805482
Bottom otter trawls,2013,330.607370564614
Bottom otter trawls,2014,376.739127247371
Bottom otter trawls,2015,544.527921645863
Bottom otter trawls,2016,562.55267746351
Bottom otter trawls,2017,492.902054744725
Bottom otter trawls,2018,114.796673085928
Bottom seines,2011,10.0861561067629
Bottom seines,2012,13.8876020956837
Bottom seines,2013,16.9389985646836
Bottom seines,2014,20.2899660285306
Bottom seines,2015,19.331400667353
Bottom seines,2016,21.6121034734546
Bottom seines,2017,22.8060010251349
Pelagic trawls and seines,2009,12.7407499333334
Pelagic trawls and seines,2010,11.3644939766667
Pelagic trawls and seines,2011,23.9250112308402
Pelagic trawls and seines,2012,19.6348104332554
Pelagic trawls and seines,2013,14.5059333086484
Pelagic trawls and seines,2014,10.7342498632937
Pelagic trawls and seines,2015,6.54426061553158
Pelagic trawls and seines,2016,5.65120250085165
Pelagic trawls and seines,2017,5.7437097321877
Pelagic trawls and seines,2018,1.14644839666667
Static gears,2011,100.689215529654
Static gears,2012,123.216774355728
Static gears,2013,120.134241590577
Static gears,2014,176.089118372108
Static gears,2015,238.601243977635
Static gears,2016,231.515445372699
Static gears,2017,353.637630492298
